Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
161;02-11-2020;09:32:29;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
162;02-11-2020;09:32:29;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
163;02-11-2020;09:32:30;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
164;02-11-2020;09:32:30;33;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
165;02-11-2020;09:33:26;32;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
166;02-11-2020;09:33:39;11;-;Trovan Unique;0007A076E9;-;00000000;00000000;-;""
167;02-11-2020;09:33:40;11;-;Trovan Unique;0007A076E9;-;00000000;00000000;-;""
168;02-11-2020;09:33:42;11;-;Trovan Unique;0007A07192;-;00000000;00000000;-;""
169;02-11-2020;09:33:47;31;-;Trovan Unique;0007A5CF38;-;00000000;00000000;-;""
170;02-11-2020;09:33:48;32;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
171;02-11-2020;09:33:49;32;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
172;02-11-2020;09:33:49;31;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
173;02-11-2020;09:33:49;31;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
174;02-11-2020;09:33:50;31;-;Trovan Unique;0007A4B8DE;-;00000000;00000000;-;""
175;02-11-2020;09:33:54;14;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
176;02-11-2020;09:33:55;14;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
177;02-11-2020;09:33:55;14;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
178;02-11-2020;09:33:55;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
179;02-11-2020;09:33:55;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
180;02-11-2020;09:33:56;14;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
181;02-11-2020;09:33:56;13;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
182;02-11-2020;09:33:56;13;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
183;02-11-2020;09:33:56;14;-;Trovan Unique;0007A5D445;-;00000000;00000000;-;""
184;02-11-2020;09:33:56;13;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
185;02-11-2020;09:33:57;13;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
186;02-11-2020;09:33:57;13;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
187;02-11-2020;09:33:57;13;-;Trovan Unique;0007EA1C55;-;00000000;00000000;-;""
188;02-11-2020;09:33:59;13;-;Trovan Unique;0007A4B78E;-;00000000;00000000;-;""
