Identifier;Date;Time;Unit number;Antenna number;Transponder type;Transponder code;Weight;Input status;Output status;Event;GPS coordinates
33234;03-11-2020;09:32:30;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33235;03-11-2020;09:32:31;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33236;03-11-2020;09:32:31;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33237;03-11-2020;09:32:32;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33238;03-11-2020;09:32:33;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33239;03-11-2020;09:32:33;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33240;03-11-2020;09:32:34;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33241;03-11-2020;09:32:34;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33242;03-11-2020;09:32:35;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33243;03-11-2020;09:32:35;33;-;Trovan Unique;0007EA023D;-;00000000;00000000;-;""
33244;03-11-2020;09:32:35;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33245;03-11-2020;09:32:36;33;-;Trovan Unique;0007EA023D;-;00000000;00000000;-;""
33246;03-11-2020;09:32:47;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33247;03-11-2020;09:32:47;24;-;Trovan Unique;0007DF9411;-;00000000;00000000;-;""
33248;03-11-2020;09:32:48;11;-;Trovan Unique;0007A04C9E;-;00000000;00000000;-;""
33249;03-11-2020;09:32:49;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33250;03-11-2020;09:32:50;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33251;03-11-2020;09:32:52;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33252;03-11-2020;09:32:52;11;-;Trovan Unique;0007A069A1;-;00000000;00000000;-;""
33253;03-11-2020;09:32:52;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33254;03-11-2020;09:32:53;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33255;03-11-2020;09:32:53;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33256;03-11-2020;09:32:54;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33257;03-11-2020;09:32:54;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33258;03-11-2020;09:32:55;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33259;03-11-2020;09:32:55;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33260;03-11-2020;09:32:56;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33261;03-11-2020;09:32:56;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33262;03-11-2020;09:32:58;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33263;03-11-2020;09:32:59;11;-;Trovan Unique;0007A02DCA;-;00000000;00000000;-;""
33264;03-11-2020;09:32:59;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33265;03-11-2020;09:32:59;11;-;Trovan Unique;0007E0F50C;-;00000000;00000000;-;""
33266;03-11-2020;09:32:59;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33267;03-11-2020;09:33:00;11;-;Trovan Unique;0007E0F50C;-;00000000;00000000;-;""
33268;03-11-2020;09:33:00;11;-;Trovan Unique;0007E0F50C;-;00000000;00000000;-;""
33269;03-11-2020;09:33:00;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33270;03-11-2020;09:33:00;11;-;Trovan Unique;0007E0AB94;-;00000000;00000000;-;""
33271;03-11-2020;09:33:00;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33272;03-11-2020;09:33:01;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33273;03-11-2020;09:33:01;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
33274;03-11-2020;09:33:02;33;-;Trovan Unique;0007A03656;-;00000000;00000000;-;""
