Identifier;date;time;antenna;Antenna number;Transponder type;id;Weight;Input status;Output status;Event;GPS coordinates
201873;05-11-20;14:43:53;33;-;Trovan Unique;0007A5D5D1;-;0;0;-;
201874;05-11-20;14:43:54;33;-;Trovan Unique;0007A5D5D1;-;0;0;-;
201875;05-11-20;14:43:54;33;-;Trovan Unique;0007A5D5D1;-;0;0;-;
201876;05-11-20;14:43:55;33;-;Trovan Unique;0007A5D5D1;-;0;0;-;
201877;05-11-20;14:44:52;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201878;05-11-20;14:44:53;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201879;05-11-20;14:44:53;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201880;05-11-20;14:44:54;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201881;05-11-20;14:44:55;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201882;05-11-20;14:44:55;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201883;05-11-20;14:44:56;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201884;05-11-20;14:44:57;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201885;05-11-20;14:44:57;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201886;05-11-20;14:44:58;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201887;05-11-20;14:44:58;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201888;05-11-20;14:45:00;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201889;05-11-20;14:45:00;43;-;Trovan Unique;0007DEB6AC;-;0;0;-;
201890;05-11-20;14:50:10;44;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201891;05-11-20;14:50:58;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201892;05-11-20;14:50:59;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201893;05-11-20;14:50:59;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201894;05-11-20;14:51:00;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201895;05-11-20;14:51:00;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201896;05-11-20;14:51:01;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201897;05-11-20;14:51:02;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201898;05-11-20;14:51:02;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201899;05-11-20;14:51:03;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201900;05-11-20;14:51:04;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201901;05-11-20;14:51:04;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201902;05-11-20;14:51:05;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201903;05-11-20;14:51:06;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201904;05-11-20;14:51:07;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201905;05-11-20;14:51:07;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201906;05-11-20;14:51:08;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201907;05-11-20;14:51:09;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201908;05-11-20;14:51:10;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201909;05-11-20;14:51:11;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201910;05-11-20;14:51:11;44;-;Trovan Unique;0007E05866;-;0;0;-;
201911;05-11-20;14:51:12;44;-;Trovan Unique;0007E05866;-;0;0;-;
201912;05-11-20;14:51:13;44;-;Trovan Unique;0007E05866;-;0;0;-;
201913;05-11-20;14:51:13;44;-;Trovan Unique;0007E05866;-;0;0;-;
201914;05-11-20;14:51:14;44;-;Trovan Unique;0007E05866;-;0;0;-;
201915;05-11-20;14:51:15;44;-;Trovan Unique;0007E05866;-;0;0;-;
201916;05-11-20;14:51:15;44;-;Trovan Unique;0007E05866;-;0;0;-;
201917;05-11-20;14:51:16;44;-;Trovan Unique;0007E05866;-;0;0;-;
201918;05-11-20;14:51:17;44;-;Trovan Unique;0007E05866;-;0;0;-;
201919;05-11-20;14:51:17;44;-;Trovan Unique;0007E05866;-;0;0;-;
201920;05-11-20;14:51:20;44;-;Trovan Unique;0007E05866;-;0;0;-;
201921;05-11-20;14:51:21;44;-;Trovan Unique;0007E05866;-;0;0;-;
201922;05-11-20;14:51:21;44;-;Trovan Unique;0007E05866;-;0;0;-;
201923;05-11-20;14:51:22;44;-;Trovan Unique;0007E05866;-;0;0;-;
201924;05-11-20;14:51:22;44;-;Trovan Unique;0007E05866;-;0;0;-;
201925;05-11-20;14:51:47;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201926;05-11-20;14:51:48;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201927;05-11-20;14:51:49;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201928;05-11-20;14:51:49;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201929;05-11-20;14:51:50;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201930;05-11-20;14:51:51;44;-;Trovan Unique;0007D3ECE8;-;0;0;-;
201931;05-11-20;14:51:52;44;-;Trovan Unique;0007D3ECE8;-;0;0;-;
201932;05-11-20;14:51:53;44;-;Trovan Unique;0007D3ECE8;-;0;0;-;
201933;05-11-20;14:51:54;44;-;Trovan Unique;0007A65EB5;-;0;0;-;
201934;05-11-20;14:51:54;44;-;Trovan Unique;0007A03565;-;0;0;-;
201935;05-11-20;14:51:55;44;-;Trovan Unique;0007A03565;-;0;0;-;
201936;05-11-20;14:52:02;44;-;Trovan Unique;0007A03565;-;0;0;-;
201937;05-11-20;14:52:11;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201938;05-11-20;14:52:17;44;-;Trovan Unique;0007EA009A;-;0;0;-;
201939;05-11-20;14:52:25;44;-;Trovan Unique;0007E4CFFA;-;0;0;-;
201940;05-11-20;14:52:34;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201941;05-11-20;14:52:34;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201942;05-11-20;14:52:37;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201943;05-11-20;14:52:52;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201944;05-11-20;14:52:52;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201945;05-11-20;14:52:53;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201946;05-11-20;14:52:54;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201947;05-11-20;14:52:54;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201948;05-11-20;14:52:55;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201949;05-11-20;14:52:55;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201950;05-11-20;14:52:56;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201951;05-11-20;14:52:57;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201952;05-11-20;14:52:57;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201953;05-11-20;14:52:58;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201954;05-11-20;14:52:59;44;-;Trovan Unique;0007DF9187;-;0;0;-;
201955;05-11-20;14:53:58;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201956;05-11-20;14:53:58;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201957;05-11-20;14:53:59;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201958;05-11-20;14:54:00;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201959;05-11-20;14:54:01;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201960;05-11-20;14:54:02;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201961;05-11-20;14:54:02;41;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201962;05-11-20;14:54:30;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201963;05-11-20;14:54:31;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201964;05-11-20;14:54:31;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201965;05-11-20;14:54:32;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201966;05-11-20;14:54:33;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
201967;05-11-20;14:54:42;42;-;Trovan Unique;0007A56748;-;0;0;-;
201968;05-11-20;14:54:43;42;-;Trovan Unique;0007A56748;-;0;0;-;
201969;05-11-20;14:54:43;42;-;Trovan Unique;0007A56748;-;0;0;-;
201970;05-11-20;14:55:31;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201971;05-11-20;14:55:32;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201972;05-11-20;14:55:32;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201973;05-11-20;14:55:33;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201974;05-11-20;14:55:34;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201975;05-11-20;14:55:34;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201976;05-11-20;14:55:35;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201977;05-11-20;14:55:36;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201978;05-11-20;14:55:36;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201979;05-11-20;14:55:37;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201980;05-11-20;14:55:37;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201981;05-11-20;14:55:38;43;-;Trovan Unique;0007A5C741;-;0;0;-;
201982;05-11-20;14:55:41;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201983;05-11-20;14:55:42;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201984;05-11-20;14:55:43;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201985;05-11-20;14:55:43;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201986;05-11-20;14:55:44;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201987;05-11-20;14:55:44;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201988;05-11-20;14:55:45;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201989;05-11-20;14:55:46;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201990;05-11-20;14:55:46;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201991;05-11-20;14:55:47;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201992;05-11-20;14:55:47;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201993;05-11-20;14:55:48;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201994;05-11-20;14:55:49;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201995;05-11-20;14:55:52;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201996;05-11-20;14:55:52;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201997;05-11-20;14:55:53;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201998;05-11-20;14:55:54;42;-;Trovan Unique;0007DF9187;-;0;0;-;
201999;05-11-20;14:55:54;42;-;Trovan Unique;0007DF9187;-;0;0;-;
202000;05-11-20;14:55:55;42;-;Trovan Unique;0007DF9187;-;0;0;-;
202001;05-11-20;14:55:56;42;-;Trovan Unique;0007DF9187;-;0;0;-;
202002;05-11-20;14:55:59;42;-;Trovan Unique;0007DF9187;-;0;0;-;
202003;05-11-20;14:55:59;42;-;Trovan Unique;0007DF9187;-;0;0;-;
202004;05-11-20;14:56:00;42;-;Trovan Unique;0007DF9187;-;0;0;-;
202005;05-11-20;14:56:02;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202006;05-11-20;14:56:03;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202007;05-11-20;14:56:03;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202008;05-11-20;14:56:04;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202009;05-11-20;14:56:05;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202010;05-11-20;14:56:05;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202011;05-11-20;14:56:06;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202012;05-11-20;14:56:07;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202013;05-11-20;14:56:08;42;-;Trovan Unique;0007DEB6AC;-;0;0;-;
202014;05-11-20;14:56:09;42;-;Trovan Unique;0007E4CFFA;-;0;0;-;
202015;05-11-20;14:56:10;42;-;Trovan Unique;0007E4CFFA;-;0;0;-;
202016;05-11-20;14:56:10;42;-;Trovan Unique;0007E4CFFA;-;0;0;-;
202017;05-11-20;14:56:14;42;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202018;05-11-20;14:56:16;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202019;05-11-20;14:56:16;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202020;05-11-20;14:56:17;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202021;05-11-20;14:56:17;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202022;05-11-20;14:56:18;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202023;05-11-20;14:56:19;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202024;05-11-20;14:56:21;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202025;05-11-20;14:56:22;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202026;05-11-20;14:56:22;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202027;05-11-20;14:56:23;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202028;05-11-20;14:56:24;42;-;Trovan Unique;0007A5CD98;-;0;0;-;
202029;05-11-20;14:57:03;42;-;Trovan Unique;0007A03565;-;0;0;-;
202030;05-11-20;14:57:04;42;-;Trovan Unique;0007A03565;-;0;0;-;
202031;05-11-20;14:57:05;42;-;Trovan Unique;0007A03565;-;0;0;-;
202032;05-11-20;14:58:34;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
202033;05-11-20;14:58:35;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
202034;05-11-20;14:58:36;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
202035;05-11-20;14:58:36;42;-;Trovan Unique;0007A5AAD5;-;0;0;-;
202036;05-11-20;14:58:37;42;-;Trovan Unique;0007A56748;-;0;0;-;
202037;05-11-20;14:58:38;42;-;Trovan Unique;0007A56748;-;0;0;-;
202038;05-11-20;14:58:38;42;-;Trovan Unique;0007A56748;-;0;0;-;
202039;05-11-20;14:58:40;41;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202040;05-11-20;14:58:41;41;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202041;05-11-20;14:58:41;41;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202042;05-11-20;14:58:42;41;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202043;05-11-20;14:58:43;41;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202044;05-11-20;14:58:43;41;-;Trovan Unique;0007D3ECE8;-;0;0;-;
202045;05-11-20;14:59:23;41;-;Trovan Unique;0007A03565;-;0;0;-;
202046;05-11-20;14:59:24;41;-;Trovan Unique;0007A03565;-;0;0;-;
